Names,Website,Introduction,Phone Number,Address,Review Count,Average Review Count,Store Shopping,In Store Pickup,Delivery,Type,Opens At
Vbhin Construction Pvt. Ltd.,,None Found,9686626676,"Mailaralingeshwara Nilaya Kalabyraveshwara, Amarajyothinagar, 2nd Main Rd, Karnataka 572103",54.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 8am Mon
Chandra constructions,,None Found,9632292999,"2nd floor, opp. bharath petrol bunk, chanappa extn, Jyothi Nagar, Nelamangala Town, Vajarahalli, Karnataka 562123",166.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
RULEG CONSTRUCTION PVT.LTD.,rulegconstruction.com,None Found,9110888651,"1ST FLOOR, WALTER PAIS ITI BULDING, Main Rd, beside SACRED HEART BANK, Horapete, Tumakuru, Karnataka 572102",37.0,4.5,No,No,No,Real Estate Builders & Construction Company,
"BUILDWICK, Engineers & Developers",,None Found,9686281891,"6th Cross, Corner, SIT Main Road, Tumakuru, Karnataka 572101",139.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Anukoolaa Construction,,None Found,9845187508,"4th Floor, No. 17/117, Triveni Road, 3rd Cross Rd, K. N. Extension, Kamla Nehru. Extension, Yeswanthpur, Bengaluru, Karnataka 560022",3.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
"Sri Raghavendra , Engineers & Constructions",,None Found,9620737654,"9, Kalidas Hostel Building, Bangalore - Honnavar Hwy, Siddaganga Extension, S.S.Puram, Tumakuru, Karnataka 572102",13.0,4.7,No,No,No,Civil engineering company,
Sahyadri Constructions,sahyadriconstructions.com,None Found,9739521333,"Annapurneshwari Layout, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Ullal, Karnataka 560056",4.0,3.0,No,No,No,Real Estate Builders & Construction Company,
Vijayasmitha Constructions,vijayasmitha.com,None Found,9901106335,"No 29/2, 'SAHYADRI, 5th Block, Sir M Vishveswaraya Layout, Bengaluru, Karnataka 560091",11.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
sidshiv constructions,,None Found,9686690411,"1093, 60 Feet Rd, opp. to RTO office, SMV, Upkar Layout, Jnana Ganga Nagar, Bengaluru, Ullal, Karnataka 560091",5.0,4.8,No,No,No,Real Estate Builders & Construction Company,
R.K. Associates,,None Found,9845037467,"# 17-20, 1st Floor, Star Complex, Ullal Main Rd, Muneshwara Nagar, Bengaluru, Karnataka 560056",33.0,4.8,No,No,No,Road Contractor, Opens 9am Mon
BVD Constructions,,None Found,9164565080,"RTO office, 43/A Balaji layout, Nr Ullal, Mallathahalli, Bengaluru, Karnataka 560056",27.0,4.9,No,No,No,Real Estate Builders & Construction Company,
Starworth Infrastructure & Construction Ltd,starworthinfra.com,None Found,8069388520,"8, Ulsoor Rd, Halasuru, Yellappa Chetty Layout, Sivanchetti Gardens, Halasuru, Bengaluru, Karnataka 560042",158.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Zaga Urban Pvt Ltd,zagaurban.com,None Found,9008429035,"No 16, 1st Floor, Meanne Avenue, Tank Rd, Hermit Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",31.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Shri Gajanan Construction,shrigajananconstruction.com,None Found,8025555570,"#3, 1st Floor, C.M.H. Road, Lakshmipuram, Ulsoor, Bengaluru, Karnataka 560008",199.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Subiksha Construction Private Limited,,None Found,8041320561,"9, 6th Cross Rd, Halasuru, Gupta Layout, Bengaluru, Karnataka 560008",6.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Ayyappa Constructions,,None Found,9008859871,"WPPX+2W7, Varthur, Bengaluru, Karnataka 560087",4.0,4.8,No,No,No,Custom home builder,
SR Building Contractors and Real Estate(Varthur Ramesh),,None Found,9972424663,,3.0,2.7,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Vishnu Priya Group,vishnupriyagroup.com,None Found,9900055933,"Suite 7 & 8, Sigma Tech Park, Opp. Forum Value Maill, ITPL Main Road, Bengaluru, Karnataka 560066",17.0,3.7,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
ELV HIGH GARDEN,highgarden.elvprojects.com,None Found,7337777666,"Borewell Rd, Dodsworth Layout, Whitefield, Bengaluru, Karnataka 560066",176.0,4.3,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Sohum Developers,sohumdevelopers.in,None Found,9945366669,"XP4W+V64, SH 35, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",11.0,4.4,No,No,No,Real estate developer, Opens 9am Sun
Dharshika Homes,dharshikahomes.com,None Found,7483846464,"ISR Ashrita Varthur, Hobli, Sorahunase Main Rd, Sorahunase, Bengaluru, Karnataka 560087",11.0,3.7,No,No,No,Real Estate Builders & Construction Company,
PATIL BUILDER,patilbuilder.com,None Found,9482692244,"234-A, 8th Main Rd, near SAI BABA TEMPLE, beside NTI LAKE, NTI Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",118.0,4.8,No,No,No,Real Estate Builders & Construction Company,
Guru Construction,,None Found,9900592347,"76, NTC layout Singapura, post, Vidyaranyapura, Bengaluru, Karnataka 560097",7.0,5.0,No,No,No,Civil engineering company,
DMY Constructions,dmygroup.in,None Found,8722554400,"461, 1st Floor, Subbamma Kempegowda Complex 12th Main, 8th Cross Rd, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",22.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
"Praman Infra - Builders, Real Estate, Building Drawings, Plans, Civil Contractors in Bangalore",,None Found,7899962005,"#1, 12th cross, Amba Bhavani Layout, Adityanagar, Vidyaranyapura, Bengaluru, Karnataka 560097",6.0,4.5,No,No,No,Real Estate Builders & Construction Company,
Divine House,divinehouse.in,None Found,1140500000,"netaji subash chandra, 3, 5th cross, Subhash Chandra Bose Rd, near Sambram college, Vidyaranyapura Post, jyothi nagar, 2nd stage, Vidyaranyapura, Bengaluru, Karnataka 560097",62.0,4.9,No,No,No,Custom home builder, Opens 9am Mon
Sree Tech Supports,sreetechsupports.com,None Found,9964677144,"Sree Tech Supports 10th Cross, 1st Main, post, Doddabettahalli, Adithya Nagar, Vidyaranyapura, Bengaluru, Karnataka 560097",36.0,5.0,No,No,No,Consultant,
SLN Constructions,slnconstructions.co.in,None Found,9380970269,"726, 16th Cross Rd, HMT Layout 5th Block, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",26.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
buildAhouse - House Construction | Interior Design | Design & Construction | Architectural Firm | Home Construction,buildahouse.in,None Found,9611898777,"No. 1240, 2nd Floor, Vidyaranyapura Main Rd, BEL Layout 2nd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",11.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sankalp Property Solutions,sankalppropertysolutions.com,None Found,9845095853,"703 shop no :5, BEL Layout 3rd Block, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",92.0,4.9,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
Tvaste Builders & Developers Pvt Ltd | Home Construction Company in North Bangalore,tvasteconstructions.com,None Found,7406554350,"G, Lakshmaiah Reddy Layout, 12/3/63, 1st Cross Rd, near Vidyaranyapura, Doddabettahalli, Doddabommasandra, Vidyaranyapura, Bengaluru, Karnataka 560097",10.0,5.0,No,No,No,Real Estate Builders & Construction Company,
A.M.CONSTRUCTIONS,amconstructions.in,None Found,8880007711,"# 107, near ganesha temple, Defence Layout, AMS Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",10.0,4.2,No,No,No,Real Estate Builders & Construction Company, Opens 10am Sun
Harsha Enterprises,,None Found,9880143186,"21, 11th A cross, 2nd Main, Sir MV Layout, Thindlu, Vidyaranyapura, Bengaluru, Karnataka 560097",16.0,4.3,No,No,No,Civil engineer, Opens 8am Mon
Akshaya Constructions,sjnverticals.com,None Found,9035541555,"6 8th 'D' Main, 1st Cross Rd, Srinidhi Layout, Vidyaranyapura, Bengaluru, Karnataka 560097",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
VV Infra Projects Bangalore,,None Found,8971070025,"509, 8th Main, 4th Cross Rd, Vijayanagar, Bengaluru, Karnataka 560040",55.0,4.9,No,No,No,Painting, Opens 10am Mon
Vrushadri Constructions LLP,vrushadri.com,None Found,8041148362,"#25, 22nd Main Road, Shri Lalith Apartment,Subbanna Garden, behind TTMC Bus Stop, Vijayanagar, Bengaluru, Karnataka 560040",6.0,4.3,No,No,No,Real Estate Builders & Construction Company,
Constructure India,constructureindia.com,None Found,8217507372,"2084, 2nd Floor, 1st Main Rd, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560104",12.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 8am Sun
S S Construction Group,,None Found,9886108242,"155, 152, 7th Cross Rd, Huchappa Layout, Marenahalli, Madhura Nagar, Vijayanagar, Bengaluru, Karnataka 560040",20.0,4.7,No,No,No,Civil engineer,
Rohith Construction & Interiors,rohithconstruction.com,None Found,9902268986,"No 230 ,2nd floor, 5th Main Rd, above D mart, Hampi Nagar, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560040",6.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Fine Edges,,None Found,7411781929,"IT Layout, 2nd Cross Rd, Income Tax Layout, Govindaraja Nagar Ward, Widia Layout, Attiguppe, Bengaluru, Karnataka 560040",9.0,4.7,No,No,No,Real Estate Builders & Construction Company,
Vaibhav Constructions,vaibhavconstructions.in,None Found,9900387001,"112, 1st Floor, Central Excise Layout, 1st C, Cross, 8th Main Rd, Vijayanagar, Bengaluru, 560040",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Smart Constructions,smartconstructions.co.in,None Found,9886634175,"Unnamed Road, 2nd Block, Govindaraja Nagar Ward, Byraveshwaranagar, Vijayanagar, Bengaluru, Karnataka 560040",12.0,4.3,No,No,No,Real Estate Builders & Construction Company, Opens 7am Sun
SKill-Tech Engineers & Builders,skesolutions.in,None Found,8043691267,"80/1, 1st A Main Rd, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040",32.0,4.8,No,No,No,Construction and maintenance office, Opens 10am Mon
Pristine Steel Buildings by PSB INFRASTRUCTURES,pristinesteelbuildings.com,None Found,9164330111,"237, 3rd Floor, Old Market Rd, Vishweshwarapura, Bengaluru, Karnataka 560004",39.0,4.7,No,No,No,Steel construction company,
Ziaton Innovative private limited,ziatoninnovative.com,None Found,9141023806,"1st Floor, 53, Vanivilas Rd, near Brigade MLR Centre, Gandhi Bazaar, Basavanagudi, Bengaluru, Karnataka 560004",59.0,5.0,No,No,No,Interior construction contractor,
Hindustan Foundations & Constructions,,None Found,9448086396,"No. 39/3, Krishnappa Building, 2nd Cross Rd, Lakkasandra, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560030",2.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Exotic Innovations Pvt Ltd,exoticinnovations.in,None Found,8041206629,"361-24, 7th Cross Rd, Vinayaka Nagar, NGO Colony, Wilson Garden, Bengaluru, Karnataka 560027",265.0,4.3,No,No,No,Interior construction contractor,
KJS Interiors And Constructions,,None Found,9741990280,"10, 8th Cross Rd, Vinayaka Nagar, Wilson Garden, Bengaluru, Karnataka 560027",265.0,4.5,No,No,No,Interior construction contractor,
HPJ CONSTRUCTIONS,hpjconstructions.com,None Found,7760871777,"3rd Floor, LMN Arcade, opp. RAIL WHEEL FACTORY, above Cafe Coffee Day, Sector A, RWF West Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",16.0,4.6,No,No,No,Real Estate Builders & Construction Company,
"Gurudatt Construction Company, Yelahanka",gurudattconstructions.com,None Found,9844865346,"SHIG, No. 28/3, A Block, near Vivekananda Park, Yelahanka 5th Phase, Yelahanka New Town, Bengaluru, Karnataka 560064",1.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Sun
Sri Durga Constructions & Builders,durgaconstructions.com,None Found,9108031151,"No. 428, 19 HIG, 8th A Cross Rd, Sector A, Yelahanka Satellite Town, Yelahanka New Town, Bengaluru, Karnataka 560064",20.0,4.7,No,No,No,Home builder, Opens 9am Mon
Daiwik Construction,daiwikconstruction.co.in,None Found,9964043935,"No. 08, K No.420/111/2/08, 1st Floor, Near Vaghdevi International School Agrahara Main Road, Prakruthi Nagar, Kogilu Village, Yelahanka, Bengaluru, Karnataka 560064",4.0,4.8,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Lalitha Constructions & Interiors,,None Found,9845997833,"No.66, shri shiva shakthi nilaya, bbmp ward No.5, ayappa enclave, kogilu, Banglore, Karnataka 560064",6.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Bharath Vasi Properties,bharathvasiproperties.com,None Found,9535128922,"#691, MIG A SECTOR 3rd Stage, 3rd Floor, Yelahanka New Town, Bengaluru, Karnataka 560064",588.0,4.7,No,No,No,Real Estate Builders & Construction Company,
SAND CONSTRUCTIONS,,None Found,9742974272,"175/1 , 1st floor, Ananthapura St, Yelahanka, Bengaluru, Karnataka 560064",140.0,5.0,No,No,No,Building materials market, Opens 8am Sun
"ANNAPOORNAA INTERIO | Home Interiors, Office Interiors, Construction, Renovation, PEB, UPVC & Aluminium windows and doors,",annapoornaainterio.com,None Found,9900210030,"395, 1st Floor, 8th B Main, 14th B Cross, Yelahanka, 2nd Stage, B Sector, Yelahanka New Town, Bengaluru, Karnataka 560064",30.0,5.0,No,No,No,Interior designer, Opens 10am Mon
AGN CONSTRUCTIONS,,None Found,8310487474,"2484, LIG 3rd Stage, B SECTOR, Yelahanka New Town, Bengaluru, Karnataka 560064",5.0,4.9,No,No,No,Contractor, Opens 9:30am Mon
Altis Constructions,altisconstructions.com,None Found,9008171111,"40/6, Yelahanka 5th Phase, RWF West Colony, Yelahanka New Town, Bengaluru, Karnataka 560064",26.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9am Mon
DHRITHI CONSTRUCTION,,None Found,8618191879,"2nd floor,16th B Cross, 3rd B Main Rd, B Sector, Yelahanka New Town, Dhanalakshmi BankBengaluru, Karnataka 560064",1.0,5.0,No,No,No,Real Estate Builders & Construction Company,
Sanath Builders,sanathbuilders.com,None Found,9902513556,"No 48, Ram mandir temple, Mohankumar Rd, near Ram mandir temple, Mohan Kumar Nagar, Yeswanthpur, Bengaluru, Karnataka 560097",14.0,4.6,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Sri Lakshmi Venkateshwara Builders,slvbuilders.co,None Found,9535085107,"Rama Mandira road, 7, 3rd Main Rd, LIC Colony, Mohan Kumar Nagar, Yeswanthpur, Bengaluru, Karnataka 560022",9.0,5.0,No,No,No,Real Estate Builders & Construction Company, Opens 9:01am Sun
MARVEL CORPORATE SOLUTIONS,marvelcorpsolutions.com,None Found,9008640123,"17/3, Community Hall Road, Ashokapuram, Yeshwanthpur Industrial Suburb, Yeswanthpur, Bengaluru, Karnataka 560022",11.0,4.4,No,No,No,Interior construction contractor,
KANCHIKA CONSTRUCTIONS,,None Found,8023574389,"No.6/3, 2nd Floor, near BSNL office, Yeswanthpur, Bengaluru, Karnataka 560022",3.0,4.7,No,No,No,Real Estate Builders & Construction Company, Opens 10am Mon
Inspire Constructions,,None Found,0497123456,"SKR Complex, Yeshwanthpur Main Rd, Yeshwanthpur Industrial Area, Phase 1, Mathikere, Bengaluru, Karnataka 560054",29.0,4.9,No,No,No,Real Estate Builders & Construction Company, 12am 
Golden symmetry,,None Found,9886966183,"Tumkur Rd, Yeshwanthpur Industrial Area, Phase 1, Yeswanthpur, Bengaluru, Karnataka 560022",3.0,4.7,No,No,No,Real Estate Builders & Construction Company,
