Names,Website,Phone Number,Address,Review Count,Average Review Count,Delivery,Type,Opens At
BuildX.Homes- End to End Home Construction Company,buildxhomes.in,09902672727,"5th Floor, Shilpa Sunshine, 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",33.0,4.9,No,Real Estate Builders & Construction Company,
BuildX.Homes- End to End Home Construction Company,buildxhomes.in,09902672727,"5th Floor, Shilpa Sunshine, 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",71.0,4.5,No,Real Estate Builders & Construction Company, Opens 10am
Shilpa Group,shilpa.com,07406328811,"Shilpa Sunshine. 5, 27th Cross Road, 6th Main Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",252.0,4.8,No,Custom home builder, Opens 9:30am
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,Real Estate Builders & Construction Company, Opens 10am
Padmaadev Constructions,padmadev.com,08026631999,"Padmaadev Constructions 2nd Floor 30th Cross, 8 C Main Jayanagar, 4th Block, West, Bengaluru, Karnataka 560041",22.0,4.9,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Marvella Buildtech Pvt Ltd,marvellabuildtech.com,08043744499,"770, 3rd Floor, Vasavi Classic Building, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",389.0,5.0,No,Home builder,
TR Rajan Constructions,,08022447144,"5, ‘Shilpa Sunshine 6th Main Road, 27th Cross Rd, Jayanagar 3rd Block, Bengaluru, Karnataka 560011",3.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Technic Construction,,09448395030,"Shop No. 22, 1st Floor, Kanakapura Main Road, near Yediyur lake, Tata Silk Farm, Basavanagudi, Bengaluru, Karnataka 560004",3.0,5.0,No,Builder,
Engineers Innovation Group of Company,eigs.in,09742743973,"1361, 3rd Floor, Grand Arcade, S End Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",60.0,4.9,No,Real Estate Builders & Construction Company, Opens 12am Mon
Oraiyan Groups,oraiyangroups.com,07204521902,"old sub Register office, 54, ""Elegant Embassy"", 12th Main Road 27th Cross Road, road, above KVB bank, 4th Block, Jayanagar, Bengaluru, Karnataka 560041",18.0,4.3,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Space & Structure,,09448267764,"345, Ground Floor, Roopa Shree, 22nd Cross,, Near-Swimming Pool Jayanagar 1st Block East, 22nd Cross,, Jayanagar 1st Block, East Bengaluru, Karnataka 560011",13.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
Beacon Builders,beaconbuilders.net,09972225180,"1595, E End Main Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041",10.0,4.2,No,Custom home builder, Opens 12am Mon
Engineers Innovation Group of Company,eigs.in,09742743973,"1361, 3rd Floor, Grand Arcade, S End Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",25.0,4.9,No,Real Estate Builders & Construction Company,
BK Contractors- House Renovation Services in Bangalore,,07406858176,"310, 121, 31st B Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",27.0,4.3,No,General contractor, Opens 9am Mon
Arvind and Rajan Constructions,arvindandrajanconstructions.com,08022443626,"5th Block, 35/37, CENTRUM, 2nd Floor, 11th Main Rd, Jayanagar, Bengaluru, Karnataka 560041",50.0,4.6,No,General contractor, Opens 9am Mon
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",33.0,4.9,No,Real Estate Builders & Construction Company,
SRINIVASA CONSTRUCTIONS,,09886976829,"SHOP # 44 BBMP COMPLEX 2ND BLOCK JAYANAGAR BANGALORE Karnataka 560011 IN, 9th Cross Road, 9th Main Road, 2nd Block, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011",13.0,4.8,No,Real Estate Builders & Construction Company,
Marvella Buildtech Pvt Ltd,marvellabuildtech.com,08043744499,"770, 3rd Floor, Vasavi Classic Building, 10th Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",10.0,3.9,No,Home builder,
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,tectonicsconstruction.com,07892833188,"No#53, 3rd Main Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061",389.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am
Arvind and Rajan Constructions,arvindandrajanconstructions.com,08022443626,"5th Block, 35/37, CENTRUM, 2nd Floor, 11th Main Rd, Jayanagar, Bengaluru, Karnataka 560041",50.0,4.6,No,General contractor, Opens 10am
Houselight Construction - Building Contractor,,09845530318,"19/1, 11th Cross Rd, Jaya Nagar 1st Block, Someshwara Nagar, Jayanagar, Bengaluru, Karnataka 560011",1.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Mon
Karan Constructions,grconstructions.co.in,08041102291,"1st floor, Sri Durga Aura, 83/2, 33rd A Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",40.0,3.9,No,Real Estate Builders & Construction Company,
G R CONSTRUCTIONS,grconstructions.co.in,08041102291,"1st floor, Sri Durga Aura, 83/2, 33rd A Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",49.0,4.4,No,Real Estate Builders & Construction Company, Opens 10am
G R CONSTRUCTIONS,grconstructions.co.in,08041102291,"1st floor, Sri Durga Aura, 83/2, 33rd A Cross Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",49.0,4.4,No,Real Estate Builders & Construction Company,
Space & Structure,,09448267764,"345, Ground Floor, Roopa Shree, 22nd Cross,, Near-Swimming Pool Jayanagar 1st Block East, 22nd Cross,, Jayanagar 1st Block, East Bengaluru, Karnataka 560011",13.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am
Space & Structure,,09448267764,"345, Ground Floor, Roopa Shree, 22nd Cross,, Near-Swimming Pool Jayanagar 1st Block East, 22nd Cross,, Jayanagar 1st Block, East Bengaluru, Karnataka 560011",13.0,4.8,No,Real Estate Builders & Construction Company,
Space & Structure,,09448267764,"345, Ground Floor, Roopa Shree, 22nd Cross,, Near-Swimming Pool Jayanagar 1st Block East, 22nd Cross,, Jayanagar 1st Block, East Bengaluru, Karnataka 560011",13.0,4.8,No,Real Estate Builders & Construction Company, Opens 9:30am
Beacon Builders,beaconbuilders.net,09972225180,"1595, E End Main Rd, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041",13.0,4.2,No,Custom home builder,
BK Contractors- House Renovation Services in Bangalore,,07406858176,"310, 121, 31st B Cross Rd, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560041",10.0,4.3,No,General contractor, Opens 9:30am Mon
ALPHA CONSTRUCTIONS,alphaconstructions.in,08026650486,"NO:61, E End Main Rd, NAL Layout, 4th T Block East, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560041",27.0,4.3,No,Real Estate Builders & Construction Company,
Grand Jyothi Construction Private Limited,grandjyothiconstruction.com,09901037272,"96/1,(Old No.53/A 2nd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070",12.0,3.4,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
SP Associates,,09342810250,"127, 12th Cross Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",22.0,5.0,No,Construction and maintenance office,
Axis Concept Construction Pvt. Ltd.,axisconcept.in,08040903022,"555, 9th Cross Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",151.0,4.1,No,Real Estate Builders & Construction Company, Opens 7:30am Sun
VINAYAKA CONSTRUCTIONS,vinayakaconstructions.com,08035814844,"20, M.V Complex, Kothnur Dinne Main Rd, opp. Union Bank, Navodaya Nagar, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",19.0,5.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
SRIAMEYA PROJECTS INDIA PVT LTD,sriameya.com,08026594388,"No:1, Sudharsanamma Arcade, 3rd floor ,, 8th cross, 24th main road , JP nagar 2nd Phase, Bengaluru, Karnataka 560078",14.0,4.9,No,Real Estate Builders & Construction Company,
ROHAN CONSTRUCTIONS,,09620818235,"283, 3rd, A-BLOCK, BDA Layout, Anjanapura Village, JP Nagar 9th Phase, J. P. Nagar, Bengaluru, Karnataka 560062",21.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am Sun
Consolidated Construction Consortium Limited (CCCL) Bangalore Regional Office,ccclindia.com,08025116000,"WH3W+733, 3rd Main Rd, Dollars Colony, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078",84.0,4.0,No,Real Estate Builders & Construction Company,
MS Jathin Infra Pvt.Ltd,msjathininfra.com,08778438472,"No.63, 1st Cross Chengama Raju Layout, behind May Flower Block, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",2.0,5.0,No,Civil engineering company, Opens 9:30am Mon
LSK PROJECTS PRIVATE LIMITED,lskprojects.in,08041516621,"#16, Sai Nivas, First Floor, 5th main,, Santrupthi Nagar, JP Nagar 7th Phase, Bengaluru, Karnataka 560078",31.0,3.8,No,Real Estate Builders & Construction Company,
Avon Constructions,,09141814455,"Avon Constructions, Dhatri #93, 6, 4th Main Rd, Jagruthi Colony, BOB Colony, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078",27.0,4.3,No,Real estate developer, Opens 9am Mon
Siddique Constructions,,09972045466,"Near Radiant Apartment, KSA Layout, Nanjundeswara Layout, J P Nagar Phase 5, J. P. Nagar, Bengaluru, Karnataka 560078",7.0,5.0,No,Real Estate Builders & Construction Company,
RK construction,,08197978297,"8/117, Kanakapura Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560082",47.0,4.9,No,Contractor, Opens 9am Sun
Vedant Developers,vedantprojects.com,08026582059,"1304, 2nd Floor, 20th Main, 9th Cross Rd, near Venkateshwara Temple, J. P. Nagar, Bengaluru, Karnataka 560078",4.0,4.6,No,Real Estate Builders & Construction Company,
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,rightcon.in,09606592959,"403, 8th B Main Rd, 4th Block, Jayanagar, Bengaluru, Karnataka 560011",43.0,4.6,No,Real Estate Builders & Construction Company, Closes 12am
J P S Constructions,jpsinteriors.in,09738892499,"8, MEI Colony, Peenya III Phase, Peenya, Bengaluru, Karnataka 560058",51.0,4.9,No,Civil engineering company, Opens 10am Mon
VeVe Constructions Pvt. Ltd.,veveconstructions.in,09972152180,"No. 1332/A, 4th Main Rd, Bharath Nagar, BEL Layout, 2nd Stage, Bharat Nagar, Bengaluru, Karnataka 560091",39.0,5.0,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
Sahana Engineers-construction,sahanaengineers.com,09845018483,"No.38/39/8, 2nd cross, Subramanya Pura Main Road Kadirenahalli, Banashankari Stage II, Bengaluru, Karnataka 560070",33.0,4.8,No,Real Estate Builders & Construction Company, Opens 8:30am Sun
MJR Builders Private Limited,mjrbuilders.in,08048507166,"444, Grand, 3rd Floor, 16th Cross, 5th Main Rd, near Titan Eye Showroom, 6th Sector, HSR Layout, Bengaluru, Karnataka 560102",212.0,4.7,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
SGP Construction,,08861482688,"#510,No-3,12th main road post M.S Ramaiah Enclave, 8th mile, Nagasandra, Bengaluru, Karnataka 560073",4.0,5.0,No,Real Estate Builders & Construction Company,
MM Constructions,mmconstructionblr.com,09845399002,"246, 3rd Cross Rd, Ayappa Reddy Garden, Gokula 1st Stage, HMT Layout, Mathikere, Bengaluru, Karnataka 560054",1.0,5.0,No,Construction and maintenance office, Opens 10am Mon
Sri Raghavendra Concrete Technologies Pvt. Ltd.,,09886493419,"Jarganahalli, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078",37.0,4.4,No,Demolition contractor,
KVR Constructions,kvr-constructions.in,08073987992,"29, 15th cross, 8th Main Rd, Muthyala Nagar, Bandappa Garden, Mathikere, Bengaluru, Karnataka 560054",4.0,4.0,No,Real Estate Builders & Construction Company, Opens 10am Sun
Theja Infracon Pvt Ltd,thejainfra.com,08042782513,"5th floor, Kaverappa Layout, No 79/1, f3 krishna residency, behind cisco, Kadubeesanahalli, Bengaluru, Karnataka 560103",35.0,4.7,No,Real Estate Builders & Construction Company,
Karna Sree Developers & Builders,karnasree.com,09035196004,"72\9 6th Floor,Bellandur Village & Post,Varthur, Hobli, Bengaluru, Karnataka 560103, Bengaluru, Karnataka 560037",35.0,3.8,No,Real Estate Builders & Construction Company, Opens 9:30am Sun
Nambiar Builders,nambiarbuilders.com,08150844844,"Outer Ring Rd, Kadubeesanahalli, Bellandur, Bengaluru, Karnataka 560037",140.0,4.3,No,Real Estate Builders & Construction Company, Opens 9am Mon
VASUKI CONSTRUCTION,,09916377681,"#95, Mathrushree Vaibhava, 5th Cross, Ashwatha Nagar, Marathahalli Bengaluru Karnataka 560037 IN, 5th Cross Rd, Bengaluru, Karnataka 560037",5.0,4.2,No,Real Estate Builders & Construction Company, Opens 8am Sun
MD Associates,,09900455379,"1st floor, Bellandur JUNCTION, opp Central Mall Next to Udupi Hotel ,SAI SABURI COMPLEX, Bengaluru, Karnataka 560103",58.0,5.0,No,Civil engineering company, Opens 9am Sun
Royallinks Constructions Bangalore - House Construction Company,royallinks.in,09980643040,"First Floor 3rd Sector, No: 765,16th Main, 22nd Cross Rd, near HSR Club, HSR Layout, Bengaluru, Karnataka 560102",73.0,4.8,No,Real Estate Builders & Construction Company, Opens 9am Sun
UPSCALE HOMES PVT LTD,,08025639728,"76, Pembrook Layout, Kadubeesanahalli, Panathur, Bengaluru, Karnataka 560103",6.0,5.0,No,Real Estate Builders & Construction Company,
Shisow Enterprises,shisowenterprise.com,07892845755,"SLNS photo studio, 418, RGR bulding, 3rd floor 7th cross, to, Opposit, Devarabisanahalli, Bengaluru, Karnataka 560103",1.0,5.0,No,Contractor,
Sarala Constructions India Private Limited,,07353722299,"Flat 104, Manaswini Mansion, 2nd Cross Rd, Sapthagiri Layout, Munnekolalu, Marathahalli, Bengaluru, Karnataka 560037",25.0,3.4,No,Real Estate Builders & Construction Company, Opens 9am Mon
Sarala Constructions India Private Limited,,07353722299,"Flat 104, Manaswini Mansion, 2nd Cross Rd, Sapthagiri Layout, Munnekolalu, Marathahalli, Bengaluru, Karnataka 560037",5.0,3.4,No,Real Estate Builders & Construction Company,
Golden Valley Constructions Pvt. Ltd,goldenvalleyconstructions.com,09742624310,"9 3Rd floor, NBR Orchid, Varthur Main Rd, Kumarapalli, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066",5.0,4.7,No,Real Estate Builders & Construction Company, Opens 9am Mon
STAR BUILDCARE SOLUTION,starbuildcare.com,08618380332,"20/A, 8th cross , 5th main, A.S palya, Vimanapura, Bengaluru, Karnataka 560017",39.0,4.1,No,Real Estate Builders & Construction Company,
KP Constructions,kpconstructions.co.in,07299122551,"No 59/2, Kailasam, 5th Cross, Sai Baba Layout, Akash nagar, B.Narayanapura, Bengaluru, Karnataka 560016",6.0,5.0,No,Real Estate Builders & Construction Company, Opens 9am
EDAPPALLY ENGINEERING & CONSTRUCTIONS PRIVATE LIMITED,,09900095670,"No. 74/1, Door # 202, SLV Plaza, Mn. Road, Kondappa Layout, Vignan Nagar, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075",8.0,5.0,No,Real Estate Builders & Construction Company, Opens 7:30am
Brick and Earth Infratech Private Limited,bricknearth.com,09880938767,"91springboard, 512/10, Service Lane, Outer Ring Rd, near More Megastore 2, Laxmi Sagar Layout, Mahadevapura, Bengaluru, Karnataka 560048",79.0,4.9,No,Real Estate Builders & Construction Company,
Buildhood Infratech Pvt Ltd | House Construction Company | Builders | Best Home Construction Company,buildhood.com,07802808080,"107, 1st Floor, Brigade Arcade, Whitefield Rd, Brigade Metropolis, Garudachar Palya, Bengaluru, Karnataka 560048",88.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am
SAS ENTERPRISES,sasenterprises.co,08086882207,"3rd Main Rd, Malleshpalya, Kaggadasapura, Bengaluru, Karnataka 560075",6.0,4.3,No,Civil engineer, Opens 9am Mon
OSR Dream Homes Construction Company,,09242100000,"#33 First floor, Ayyappa Nagar, Hoodi Main Rd, opposite to Amma's bakery, Krishnarajapuram, Bengaluru, Karnataka 560036",6.0,4.8,No,Real Estate Builders & Construction Company,
Bn Constructions,bnconstructions.in,09916010303,"52, TMN St, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075",20.0,4.8,No,Construction and maintenance office, Opens 9am Mon
Bn Constructions,bnconstructions.in,09916010303,"52, TMN St, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075",20.0,4.8,No,Construction and maintenance office,
Bn Constructions,bnconstructions.in,09916010303,"52, TMN St, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075",20.0,4.8,No,Construction and maintenance office, Opens 9:30am Mon
GRIHA PROMOTERS PRIVATE LIMITED,griha.net,08041675726,"2KC, 991, 2nd K Cross Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",25.0,4.6,No,Real Estate Builders & Construction Company, Opens 10am Sun
BuildBidz,buildbidz.in,07975919566,"Anjanadri Enclave, P&T Layout, Horamavu Agara, Kalyan Nagar, Bengaluru, Karnataka 560043",25.0,4.9,No,Real Estate Builders & Construction Company,
Shrunga Builders & Developers Pvt Ltd,,08035002489,"998/2, 1st Floor, GIST Building, 3rd Cross Rd, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",4.0,5.0,No,Real Estate Builders & Construction Company, Closes 1am
Interior works solutions,,07483719151,"3, chelekere, near St.Paul High school, Lokesh Reddy layout, Kalyan Nagar, Bengaluru, Karnataka 560043",12.0,4.6,No,Dry wall contractor,
R-ELEMENTS Structural & Civil Consultants,,08951095463,"912 2nd E cross, 9th A Main Rd, HRBR Layout 1st Block, Kalyan Nagar, Bengaluru, Karnataka 560043",25.0,4.8,No,Real Estate Builders & Construction Company, Opens 10am Mon
Living Pillars Infratech Private Limited | Modern Home & Villa Construction | Interior Design | House Renovators in Bengalore,livingpillars.com,09844455223,"1st Floor, Plug n Play, 403, 5th A Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",27.0,4.8,No,Real Estate Builders & Construction Company,
Carbon Developers,carbondevelopers.com,09845027975,"No.5C-501, “George Court” 3rd Floor, HRBR Layout 2nd Block, Bengaluru, Karnataka 560043",26.0,4.2,No,Real Estate Builders & Construction Company,
Vinra Group - Construction | Interior | Real Estate,vinragroup.com,08884898765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042",129.0,4.4,No,Real Estate Builders & Construction Company, Opens 9:30am Mon
Prop India,,09980919807,"no 510,2nd floor, 3rd C Main Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",20.0,5.0,No,Real Estate Builders & Construction Company,
